"","author_list","title","journal","year","language","language_comments","evidence_point_ID","country","country_comments","locality","coordinates_N","coordinates_E","year_start","year_end","elevation","elevation_DEM","study_design","study_design_comments","experimental_design","study_method","study_method_comments","exposure_quantification","exposure_quantification_comments","additional_exposures","additional_treatments_comments","extent_of_spatial_scale","spatial_resolution_recorded","spatial_resolution_reported","extent_of_temporal_scale","temporal_resolution","redundancy","biological_organization_level_recorded","biological_organization_recorded_comments","biological_organization_level_reported","biological_organization_reported_comments","identity_of_biological_organization_unit","management_plant","conservation_plant","conservation_plant_comments","measured_response_variable","measured_response_comments","herbivore_identity","herbivore_type","herbivore_type_comments","herbivory_season","herbivory_season_comment","effect_type","effect_type_comments","management_herbivore","management_herbivore_comments","conservation_herbivore","conservation_herbivore_comments","management","management_area","conservation_study_area","conservation_study_area_comment","temperature","temperature_measure","precipitation","precipitation_measure","distance_from_coast","soil_type.","productivity_P","habitat_type_P","disturbance","disturbance_comment","food_web_context_other_herbivores","food_web_context_predators","conservation_focus","comment","coding.person","coding.checked","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","north_of_treeline","ArcticHerbivore_Species.richness","ArcticHerbivore_Phylogenetic.diversity","ArcticHerbivore_Functional.diversity","GPW","Footprint","Current.NDVI","CurrentGrowingSeasonLength","NDVI.trend","GrowingSeasonLength.trend","Temperature.anomaly","coords.x1","coords.x2","optional"
"11","Gough, Johnson","Mammalian herbivory exacerbates plant community responses to long-term increased soil nutrients in two Alaskan tundra plant communities","Arctic Science",2018,"english",NA,"54_b","Alaska",NA,"Toolik Lake",68.2,-149.6,"1998","2006","760",1870,"experimental",NA,"control-impact","field",NA,"exclosure",NA,"nutrient manipulation",NA,"from 1x1 km to 10x10 km","from  1x1 m to 10x10 m (including 10x10m)","from  1x1 m to 10x10 m (including 10x10m)","9","irregular with intervals longer than a year","not redundant","population/species",NA,"several","population/species, community","Hierochloe_alpina, Betula_nana","not reported","not reported",NA,"several","other abundance measure, diversity, cover","Microtus_oeconomus, Microtus_miurus, Dicronstonyx_rubricatus, Rangifer_tarandus","several","small rodents and pikas, other vertebrates","not reported",NA,"not reported",NA,"not reported",NA,"not relevant",NA,"not reported","current","not reported",NA,"not reported","not reported","not reported","not reported",233.971087240669,"I","low_productivity_sites","dry_heath","not reported",NA,"not reported","not reported","not reported","Separated into two evidence points","Bernice Hwang","Eeva Soininen, Isabel C Barrio",-148,112,22,14005,130,-369,499,43,-181,43,-309,252,51,9,69,138,33,138,34,40.0081087477595,0.310584782235822,0.633628031858002,0.929274942433674,0.00296215230669452,0.428526183927138,32.7693138870862,92.4305436164302,0.0311647517327078,-0.0514555061866662,6.39962484852824,-149.6,68.2,TRUE
"12","Grogan, Zamin","Growth responses of the common arctic graminoid Eriophorum vaginatum to simulated grazing are independent of soil nitrogen availability","Oecologia",2018,"english",NA,"56_a","Canada",NA,"Daring Lake",64.866667,-111.216667,"2004","2011","not reported",475,"experimental",NA,"control-impact","field",NA,"simulated herbivory",NA,"none",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","up to  1x1 m (including 1x1 m)","2","twice, interval longer than one year","not redundant","individual",NA,"individual",NA,"Eriophorum_vaginatum","not reported","no concern",NA,"biomass",NA,"Rangifer_tarandus","other vertebrates",NA,"summer",NA,"removal of plant parts",NA,"not reported","simulated herbivory","not relevant",NA,"managed herbivore","not reported","not reported",NA,"-38_20","mean_annual_range","138","mean_rainfall",208.300401357404,"R","not reported","birch_hummock_tundra","not reported",NA,"not reported","not reported","not reported","Birch hummock tundra vegetation dominated by evergreen shrubs and lichens, with sedges constituting about 6% of aboveground vascular plant biomass, almost all of which is E. Vaginatum..","Bernice Hwang","Eeva Soininen, Isabel C Barrio",-113,86,16,15076,151,-357,508,69,-294,81,-298,260,43,10,49,111,33,106,35,102.355159126225,0.221341987360801,0.456294323184978,0.895240508444449,6.14889420336112e-05,5.6540837710941,51.3154450307542,104.813191278567,0.164532722410757,0.034900382540932,7.05826869459819,-111.216667,64.866667,TRUE
"13","Maliniemi, Kapfer, Saccone, Skog, Virtanen","Long-term vegetation changes of treeless heath communities in northern Fennoscandia: Links to climate change trends and reindeer grazing","Journal of Vegetation Science",2018,"english",NA,"78_a","Finland",NA,"Northern Finland",69.1,20.627,"1964","2014","not reported",862,"observational",NA,"not relevant","field",NA,"herbivore population up",NA,"warming",NA,"from 100x100 km to 1000x1000 km","from  1x1 m to 10x10 m (including 10x10m)","larger than 1000x1000 m","51","once","not redundant","population/species",NA,"groups of species",NA,"deciduous_shrubs, evergreen_shrubs, forbs, graminoids, mosses, liverworts, Sphagnum_spp, lichens","not reported","no concern",NA,"several","cover, morphological measure, community composition","Rangifer_tarandus","other vertebrates",NA,"year-round",NA,"several","removal of plant parts, fertilizing, disturbance","semi-domesticated",NA,"not relevant",NA,"managed herbivore","historical and current","not relevant",NA,"621, 704, -14.4, -12.9","historic_thermal_sum, current_thermal_sum, historic_winter_mean, current_winter_mean","223_262","growing_season_range",84.9478979134778,"I","not reported","wind-exposed_heaths","other herbivory",NA,"mentioned","not reported","mentioned","site: Continental transect in northern Finland. Habitat: The northern part of the study area contains more hemiarctic, oroarctic and arctic features (Haapasaari, 1988.. Virtanen et al., 2016) and regionally widespread heaths represent wind-exposed E. hermaphroditum heaths and more snow-protected Vaccinium myrtillus and Betula nana heaths (Haapasaari, 1988).Separated each location into two evidence points each: snow-protected vs wind exposed","Olivier Gilg","Eeva Soininen, Isabel C Barrio",-38,73,23,8238,130,-184,314,73,-101,73,-138,561,80,29,29,194,94,194,135,-254.460043379165,0.213814742406229,0.414977606767862,0.881000619057153,1.48760217669174,6.09170622363754,82.1356195912164,115.960800814805,0.349660569252241,0.283114235571998,1.1728071652031,20.627,69.1,TRUE
"14","Maliniemi, Kapfer, Saccone, Skog, Virtanen","Long-term vegetation changes of treeless heath communities in northern Fennoscandia: Links to climate change trends and reindeer grazing","Journal of Vegetation Science",2018,"english",NA,"78_b","several","Finland, Norway","Northern Finland, northern Norway",68.89,25.648,"1964","2014","not reported",238,"observational",NA,"not relevant","field",NA,"herbivore population up",NA,"warming",NA,"from 10x10 km to 100x100 km","from  1x1 m to 10x10 m (including 10x10m)","from 100x100 m to 1000x1000 m (including 1000x1000m)","51","once","not redundant","population/species",NA,"groups of species",NA,"deciduous_shrubs, evergreen_shrubs, forbs, graminoids, mosses, liverworts, Sphagnum_spp, lichens","not reported","no concern",NA,"several","cover, morphological measure, community composition","Rangifer_tarandus","other vertebrates",NA,"year-round",NA,"several","removal of plant parts, fertilizing, disturbance","semi-domesticated",NA,"not relevant",NA,"managed herbivore","historical and current","not relevant",NA,"347, 417, -10.7, -11.1","historic_thermal_sum, current_thermal_sum, historic_winter_mean, current_winter_mean","169_193","growing_season_range",142.434113013104,"P","not reported","wind-exposed_heaths","other herbivory",NA,"mentioned","not reported","mentioned","site: Oceanic transect from northern Finland to northern Norway. Habitat: The northern part of the study area contains more hemiarctic, oroarctic and arctic features (Haapasaari, 1988.. Virtanen et al., 2016) and regionally widespread heaths represent wind-exposed E. hermaphroditum heaths and more snow-protected Vaccinium myrtillus and Betula nana heaths (Haapasaari, 1988)..Separated each location into two evidence points each: snow-protected vs wind exposed","Olivier Gilg","Eeva Soininen, Isabel C Barrio",-23,94,23,10286,178,-218,396,112,-98,112,-155,415,68,17,47,175,54,175,63,-184.155870737365,0.202898550724638,0.415058223124856,0.878117379795464,0.404832058783733,0.473174613288631,83.6282567776386,120.824068567248,0.0158871215214662,0.0009967508329383,1.1728071652031,25.648,68.89,TRUE
"15","Maliniemi, Kapfer, Saccone, Skog, Virtanen","Long-term vegetation changes of treeless heath communities in northern Fennoscandia: Links to climate change trends and reindeer grazing","Journal of Vegetation Science",2018,"english",NA,"78_c","Finland",NA,"Northern Finland",69.1,20.627,"1964","2014","not reported",862,"observational",NA,"not relevant","field",NA,"herbivore population up",NA,"warming",NA,"from 100x100 km to 1000x1000 km","from  1x1 m to 10x10 m (including 10x10m)","larger than 1000x1000 m","51","once","not redundant","population/species",NA,"groups of species",NA,"deciduous_shrubs, evergreen_shrubs, forbs, graminoids, mosses, liverworts, Sphagnum_spp, lichens","not reported","no concern",NA,"several","cover, morphological measure, community composition","Rangifer_tarandus","other vertebrates",NA,"year-round",NA,"several","removal of plant parts, fertilizing, disturbance","semi-domesticated",NA,"not relevant",NA,"managed herbivore","historical and current","not relevant",NA,"621, 704, -14.4, -12.9","historic_thermal_sum, current_thermal_sum, historic_winter_mean, current_winter_mean","223_262","growing_season_range",84.9478979134778,"I","not reported","snow-protected_heaths","other herbivory",NA,"mentioned","not reported","mentioned","site: Continental transect in northern Finland. Habitat: The northern part of the study area contains more hemiarctic, oroarctic and arctic features (Haapasaari, 1988.. Virtanen et al., 2016) and regionally widespread heaths represent wind-exposed E. hermaphroditum heaths and more snow-protected Vaccinium myrtillus and Betula nana heaths (Haapasaari, 1988).Separated each location into two evidence points each: snow-protected vs wind exposed","Olivier Gilg","Eeva Soininen, Isabel C Barrio",-38,73,23,8238,130,-184,314,73,-101,73,-138,561,80,29,29,194,94,194,135,-254.460043379165,0.213814742406229,0.414977606767862,0.881000619057153,1.48760217669174,6.09170622363754,82.1356195912164,115.960800814805,0.349660569252241,0.283114235571998,1.1728071652031,20.627,69.1,TRUE
"16","Maliniemi, Kapfer, Saccone, Skog, Virtanen","Long-term vegetation changes of treeless heath communities in northern Fennoscandia: Links to climate change trends and reindeer grazing","Journal of Vegetation Science",2018,"english",NA,"78_d","several","Finland, Norway","Northern Finland, northern Norway",68.89,25.648,"1964","2014","not reported",238,"observational",NA,"not relevant","field",NA,"herbivore population up",NA,"warming",NA,"from 10x10 km to 100x100 km","from  1x1 m to 10x10 m (including 10x10m)","from 100x100 m to 1000x1000 m (including 1000x1000m)","51","once","not redundant","population/species",NA,"groups of species",NA,"deciduous_shrubs, evergreen_shrubs, forbs, graminoids, mosses, liverworts, Sphagnum_spp, lichens","not reported","no concern",NA,"several","cover, morphological measure, community composition","Rangifer_tarandus","other vertebrates",NA,"year-round",NA,"several","removal of plant parts, fertilizing, disturbance","semi-domesticated",NA,"not relevant",NA,"managed herbivore","historical and current","not relevant",NA,"347, 417, -10.7, -11.1","historic_thermal_sum, current_thermal_sum, historic_winter_mean, current_winter_mean","169_193","growing_season_range",142.434113013104,"P","not reported","snow-protected_heaths","other herbivory",NA,"mentioned","not reported","mentioned","site: Oceanic transect from northern Finland to northern Norway. Habitat: The northern part of the study area contains more hemiarctic, oroarctic and arctic features (Haapasaari, 1988.. Virtanen et al., 2016) and regionally widespread heaths represent wind-exposed E. hermaphroditum heaths and more snow-protected Vaccinium myrtillus and Betula nana heaths (Haapasaari, 1988)..Separated each location into two evidence points each: snow-protected vs wind exposed","Olivier Gilg","Eeva Soininen, Isabel C Barrio",-23,94,23,10286,178,-218,396,112,-98,112,-155,415,68,17,47,175,54,175,63,-184.155870737365,0.202898550724638,0.415058223124856,0.878117379795464,0.404832058783733,0.473174613288631,83.6282567776386,120.824068567248,0.0158871215214662,0.0009967508329383,1.1728071652031,25.648,68.89,TRUE
"17","Morrissette-Boileau, Boudreu, Tremblay, Côté","Revisiting the role of migratory caribou in the control of shrub expansion in northern Nunavik (Quebec, Canada)","Polar Biology",2018,"english",NA,"87_a","Canada",NA,"Deception Bay",62.144722,-74.697778,"2015","2015","not reported",22,"observational",NA,"not relevant","field",NA,"other","temporal trends in herbivore populations, both increase and decrease","none",NA,"from 1x1 km to 10x10 km","from  1x1 m to 10x10 m (including 10x10m)","from  1x1 m to 10x10 m (including 10x10m)","42","once","not redundant","individual",NA,"population/species",NA,"Betula_glandulosa, Salix_planifolia, Salix_glauca","not reported","not reported",NA,"several","other abundance measure, survival/mortality, reproduction/recruitment","Rangifer_tarandus","other vertebrates",NA,"summer",NA,"not reported",NA,"not reported",NA,"other","not reported","not reported","not reported","not reported",NA,"09.jun","July_mean","150_200","summer_mean_range",29.2827926950647,"I","not reported","Arctic_herbaceous_tundra","not reported",NA,"not reported","not reported","not reported","I was not sure if this should be included, as they measure only plants for one year, and interpret the results in relation to  herbivore population change in the past years (look at recruitment and dendrochronology over time). Hence the effect of herbivori is only discussed, not analysed statistically, but it is related and interpreted indirectly. Hence 1 year for plants and 42 years for herbivore population development. I think there is an error in the sheet in line row 78-79, should be possible to say not reported and drop down menues inboth lines.","Karen Mathisen","Eeva Soininen",-83,66,16,11460,111,-287,398,53,-235,54,-235,361,55,15,41,141,47,124,47,348.645174736127,0.0970897794786101,0.341056129156197,0.78284741840048,0.0546943716127551,0.824349278809808,41.9201132071315,122.029751093441,-0.254576999648885,-0.378463337762748,7.80629360688929,-74.697778,62.144722,TRUE
"18","Morrissette-Boileau, Boudreu, Tremblay, Côté","Simulated carubou browsing limts the effect of nutrient addition on the growth of Betula glandulosa, an expanding shrub species in Eastern Canada","Journal of Ecology",2018,"english",NA,"88_a","Canada",NA,"Deception Bay",62.144722,-74.697778,"2009","2013","not reported",22,"experimental",NA,"before-after-control-impact","field",NA,"simulated herbivory",NA,"several","nutrient, warming","1x1 km or less","up to  1x1 m (including 1x1 m)","up to  1x1 m (including 1x1 m)","5","once","not redundant","population/species",NA,"population/species",NA,"Betula_glandulosa","not reported","increased/range expansion",NA,"several","biomass, morphological measure","Rangifer_tarandus","other vertebrates",NA,"not reported",NA,"several","removal of plant parts, fertilizing","non-managed",NA,"red listed",NA,"managed herbivore","not reported","not reported",NA,"07.jan","summer_mean","150_200","annual_mean",29.2827926950647,"I","not reported","herbaceous_tundra",NA,NA,"not reported","not reported","mentioned",NA,"Bernice Hwang","Eeva Soininen",-83,66,16,11460,111,-287,398,53,-235,54,-235,361,55,15,41,141,47,124,47,348.645174736127,0.0970897794786101,0.341056129156197,0.78284741840048,0.0546943716127551,0.824349278809808,41.9201132071315,122.029751093441,-0.254576999648885,-0.378463337762748,7.80629360688929,-74.697778,62.144722,TRUE
"19","Svensson, Carlsson, Melillo","Changes in species abundance after seven years of elevated atmospheric CO2 and warming in a Subarctic birch forest understorey, as modified by rodent and moth outbreaks","PeerJ",2018,"english",NA,"122_a","Sweden",NA,"Abisko",68.35,19.066667,"2001","2006","341",349,"observational",NA,"before-after","field",NA,"several","herbivore population up, herbivore population down, herbivore outbreak","several","warming, CO2","1x1 km or less","up to  1x1 m (including 1x1 m)","up to  1x1 m (including 1x1 m)","7","annual","not redundant","several","individual, population/species","several","population/species, community","Vaccinium_myrtillus, Vaccinium_vitis-idaea, Empetrum_nigrum, Avenella_flexuosa, bryophytes, forbs","not reported","no concern",NA,"several","other abundance measure, direct signs of herbivory","Myodes_rufocanus, Epirrita_autumnata","several","small rodents and pikas, defoliating invertebrates","not reported",NA,"removal of plant parts",NA,"non-managed",NA,"no concern",NA,"not reported","not reported","common habitat",NA,"not reported","not reported","not reported","not reported",42.4838561640074,"I","low_productive","low-stature_mountain_birch_forest_heath","not reported",NA,"not reported","not reported","not reported","herbivore population up, herbivore population down (voles).. herbivore outbreak (moth). Plant identity: Vaccinium_myrtillus (individual and species level measures), Vaccinium vitis-idaea, Empetrum nigrum ssp. Hermaphroditum, Avenella flexuosa, bryophytes, forbs. something between observational (vole cycle) and quasi-experimental (moth outbreak) --> keep as observational","Maria Tuomi","Eeva Soininen",-2,70,24,7550,155,-135,290,89,-59,100,-94,420,62,18,37,163,63,154,87,-385.569390093602,0.217246296957445,0.41505885077107,0.881045298604862,2.67364705187755,2.61493547519835,94.2381873684714,127.15876363894,0.252573914017186,0.0897008841927475,1.28289531052881,19.066667,68.35,TRUE
"20","Wilmking, Buras, Lange, Shetti, Maaten","Influence of larval outbreaks on the climate reconstruction potential of an Arctic shrub","Dendrochronologia",2018,"english",NA,"130_a","Greenland",NA,"Kobbefjord",64.136578,-51.380204,"1923","2012","200_240",299,"observational",NA,"not relevant","other","dendrochronology","herbivore outbreak",NA,"none",NA,"from 1x1 km to 10x10 km","not reported","larger than 1000x1000 m","90","annual","not redundant","individual",NA,"individual",NA,"Alnus_viridis","not reported","no concern",NA,"morphological measure",NA,"Eurois_occulta","defoliating invertebrates",NA,"not reported",NA,"other","changes in cell wall thickness and ring width","non-managed",NA,"no concern",NA,"not reported","not reported","common habitat",NA,"not reported","not reported","not reported","not reported",40.9997141791605,"R","not reported","low_arctic_shrub_tundra","not reported",NA,"not reported","not reported","not reported","Shrub samples taken in 2012-2013. Shrub rings go back to 1923, so start year indicated is 1923","Maria Tuomi","Eeva Soininen, Isabel C Barrio",-28,56,24,6044,97,-132,229,48,-85,52,-101,735,82,44,22,239,138,216,143,346.929951492824,NA,NA,NA,3.2856667544309,20.5537060715622,NA,NA,NA,NA,0.129726203667967,-51.380204,64.136578,TRUE
"21","Ylänne, Olofsson, Oksanen, Stark","Consequences of grazer-induced vegetation transitions on ecosystem carbon storage in the tundra","Functional Ecology",2018,"english",NA,"135_a","Norway",NA,"Raisduoddar",69.524722,21.321111,"2000","2014","430_570",441,"quasi-experimental",NA,"control-impact","field",NA,"fence",NA,"none",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","up to  1x1 m (including 1x1 m)","1","twice, interval longer than one year","not redundant","groups of species",NA,"groups of species",NA,"evergreen_shrubs, decidious_shrubs, graminoids, forbs, bryophytes, lichens","managed grazing","not reported",NA,"several","physiological response, biomass","Rangifer_tarandus","other vertebrates","reindeer","several","summer, autumn, spring","several","removal of plant parts, disturbance","semi-domesticated",NA,"no concern",NA,"managed herbivore","historical and current","not reported",NA,"not reported","not reported","not reported","not reported",42.3492280621026,"P","not reported","not reported","not reported",NA,"not reported","not reported","not reported",NA,"Eeva Soininen","Eeva Soininen",-22,75,23,8357,146,-173,319,91,-37,91,-124,524,69,28,25,167,89,167,130,-233.749538914081,0.206447749472759,0.407012016817128,0.877137947770258,1.48760217669174,6.09170622363754,59.35971654246,98.1189748566282,0.00361129942724019,-0.00262247099644307,1.1728071652031,21.321111,69.524722,TRUE
"22","Ylänne, Olofsson, Oksanen, Stark","Consequences of grazer-induced vegetation transitions on ecosystem carbon storage in the tundra","Functional Ecology",2018,"english",NA,"135_b","Norway",NA,"Cearro",69.66666667,24.66666667,"2000","2014","540_570",460,"quasi-experimental",NA,"control-impact","field",NA,"fence",NA,"none",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","up to  1x1 m (including 1x1 m)","1","twice, interval longer than one year","not redundant","groups of species",NA,"groups of species",NA,"evergreen_shrubs, decidious_shrubs, graminoids, forbs, bryophytes, lichens","managed grazing","not reported",NA,"several","physiological response, biomass","Rangifer_tarandus","other vertebrates","reindeer","several","summer, autumn, spring","several","removal of plant parts, disturbance","semi-domesticated",NA,"no concern",NA,"managed herbivore","historical and current","not reported",NA,"not reported","not reported","not reported","not reported",88.6075049814061,"P","not reported","not reported","not reported",NA,"not reported","not reported","not reported","Coordinates given in the paper do not correspond to the site given on the map. Copied coordinates from another papers that has coordinates that match with the locality of Cerro.","Eeva Soininen","Eeva Soininen",-38,90,23,9787,154,-225,379,91,-110,91,-162,529,74,30,28,184,93,184,107,-162.853977120514,0.202898550724638,0.409832105676728,0.876099923582508,0.770753585180106,3.22390681616376,55.1332827626251,100.351476240762,0.224186839732657,0.0574863048700085,1.1728071652031,24.66666667,69.66666667,TRUE
"23","Mosbacher, Michelsen, Stelvig, Hjermstad-Sollerud, Schmidt","Muskoxen Modify Plant Abundance,Phenology, and Nitrogen Dynamicsin a High Arctic Fen","Ecosystems",2018,"english",NA,"161_a","Greenland",NA,"Zackenberg",74.466667,-20.566667,"2015","2015","not reported",49,"experimental",NA,"before-after-control-impact","field",NA,"exclosure",NA,"snow manipulation",NA,"1x1 km or less","up to  1x1 m (including 1x1 m)","up to  1x1 m (including 1x1 m)","1","once","not redundant","groups of species",NA,"groups of species",NA,"graminoids, moss, dead_standing_litter, litter, other","not reported","not reported",NA,"biomass",NA,"Ovibos_moschatus","other vertebrates",NA,"not reported",NA,"removal of plant parts",NA,"non-managed",NA,"invasive/introduced",NA,"not reported","not reported","not reported",NA,"3_7, 9","summer_mean_range, annual_mean","261","annual_mean",28.067665723597,"R","not reported","fen",NA,NA,"not reported","not reported","not reported","Muskoxen native to country but introduced to region","Bernice Hwang","Eeva Soininen",-110,69,21,9272,61,-263,324,-42,-73,19,-212,248,27,11,23,76,39,60,66,NA,0.072463768115942,0.302157187221408,0.760145666278817,0,13.7318655144264,NA,NA,NA,NA,3.71344280478647,-20.566667,74.466667,TRUE
"24","Tuomi, Stark, Hoset, Väisänen, Oksanen, Murguzur, Tuomisto, Dahlgren, Bråthen","Herbivore Effects on Ecosystem Process Rates in a Low-Productive System","Ecosystems",2018,"english",NA,"175_a","Norway",NA,"Iesjávri",69.75,24.5,"2000","2013","not reported",440,"quasi-experimental",NA,"before-after-control-impact","field",NA,"spatial contrast/gradient",NA,"none",NA,"from 1x1 km to 10x10 km","up to  1x1 m (including 1x1 m)","not relevant","14","irregular with intervals longer than a year","not redundant","population/species",NA,"groups of species",NA,"evergreen_dwarf_shrubs, deciduous_dwarf_shrubs, forbs","managed grazing","no concern",NA,"biomass",NA,"Myodes_rufocanus, Lemmus_lemmus","small rodents and pikas",NA,"not reported",NA,"several","removal of plant parts, disturbance","non-managed",NA,"no concern",NA,"not reported","not reported","not reported",NA,"12, -13","warmest_month_mean, coldest_month_mean","61, 22","warmest_month_mean, coldest_month_mean",48.0526601733813,"I","nutrient-limited_system","dwarf_shrub_tundra, willow_thickets","not reported",NA,"mentioned","not reported","not reported","Very well done study. Warmest month July coldest month January. Voles. They didn't mention the species in the results. In the description of the study area it is mentioned that Myodes rufocanus and lemmings Lemmus lemmus are the most common ones. Islands where they manipulated vole densities: higher or lower density","Michael den Herder","Eeva Soininen",-40,89,23,9697,151,-224,375,89,-111,89,-162,553,75,32,25,186,102,186,117,-106.063525326086,0.202898550724638,0.409832105676728,0.876099923582508,0.770753585180106,3.22390681616376,55.4731236621806,102.59028047445,0.0989958412035874,0.0680402979738589,1.1728071652031,24.5,69.75,TRUE
"25","Barthelemy, Stark, Kytöviita, Olofsson","Grazing decreases N partitioning among coexisting plant species","Functional Ecology",2017,"english",NA,"192_a","Norway",NA,"Raisduoddar",69.516667,21.316667,"2011","2012","600-700",441,"quasi-experimental",NA,"control-impact","field",NA,"fence",NA,"none",NA,"from 1x1 km to 10x10 km","up to  1x1 m (including 1x1 m)","up to  1x1 m (including 1x1 m)","2","once","not redundant","individual",NA,"population/species",NA,"Betula_nana, Vaccinium_myrtillus, Empetrum_hermaphroditum, Deschampsia_flexuosa, Carex_bigelowii","managed grazing","not reported",NA,"several","biomass, physiological response","Rangifer_tarandus","other vertebrates",NA,"summer",NA,"several","removal of plant parts, disturbance, fertilizing","semi-domesticated",NA,"not reported",NA,"managed herbivore","current","not reported",NA,"-0.6","annual_mean","935","annual _mean",42.3492280621026,"P","nutrient_poor","tundra","other",NA,"not reported","not reported","not reported","focus is on mycorrhiza and N-isotopes, but also on plant community change with grazing, strange that mycorrhiza is defined as other than plant in the exclusion criteria, because I think foliar N, and endomycorrhiza is part of the plant? Anyway, focused on biomass etc in the coding","Karen M Mathisen","Eeva Soininen",-22,75,23,8357,146,-173,319,91,-37,91,-124,524,69,28,25,167,89,167,130,-233.749538914081,0.206447749472759,0.407012016817128,0.877137947770258,1.48760217669174,6.09170622363754,59.9610917814787,98.7096773236306,-0.0299581087187308,-0.0256666609924855,1.1728071652031,21.316667,69.516667,TRUE
"26","Bråthen, Ravolainen, Stien, Tveraa, Ims","Rangifer management controls a climate-sensitive tundra state transition","Ecological Applications",2017,"english",NA,"199_a","Norway",NA,"Finnmark",70,25,"2010","2010","0-500",120,"quasi-experimental",NA,"not relevant","several","field, remote sensing","spatial contrast/gradient","gradient in managed density of herbivores","warming","summer temperature","from 100x100 km to 1000x1000 km","from  1x1 m to 10x10 m (including 10x10m)","from  1x1 m to 10x10 m (including 10x10m)","1","once","not redundant","groups of species","genus","groups of species",NA,"Salix_phylicifolia, Salix_lapponum, Salix_lanata, Salix_hastata","managed grazing","other","not relevant","several","other abundance measure, morpholigical measure, stand presence/absence","Rangifer_tarandus","other vertebrates",NA,"several","summer, spring, autumn","removal of plant parts",NA,"semi-domesticated",NA,"not relevant",NA,"managed herbivore","historical and current","not reported",NA,"4","summer_mean","56","summer_mean",48.0526601733813,"I","not reported","mountain_birch_forest, dwarf_shrub_tundra, riparian_zones","other herbivory",NA,"documented by referring to another study","not reported","mentioned","Habitat: from sub-arctic mountain birch forest to dwarf shrub tundra, riparian zones, gradient from coast to above the treeline. Season: summer, migration. Migration is interpreted to mean spring and autumn. Plant measures: ramet/sapling density, height, stand presence/absence","Karen M Mathisen","Eeva Soininen",-25,90,24,9510,163,-208,371,88,-94,101,-145,482,68,26,29,169,83,167,98,-106.063525326086,0.202898550724638,0.409832105676728,0.876099923582508,0.770753585180106,3.22390681616376,51.0592127955832,96.4523838372717,-0.0405413714380748,-0.152185143474254,1.1728071652031,25,70,TRUE
