"author_list";"title";"journal";"year";"language";"language_comments";"evidence_point_ID";"country";"country_comments";"locality";"coordinates_N";"coordinates_E";"year_start";"year_end";"elevation";"elevation_DEM";"study_design";"study_design_comments";"experimental_design";"study_method";"study_method_comments";"exposure_quantification";"exposure_quantification_comments";"additional_exposures";"additional_treatments_comments";"extent_of_spatial_scale";"spatial_resolution_recorded";"spatial_resolution_reported";"extent_of_temporal_scale";"temporal_resolution";"redundancy";"biological_organization_level_recorded";"biological_organization_recorded_comments";"biological_organization_level_reported";"biological_organization_reported_comments";"identity_of_biological_organization_unit";"management_plant";"conservation_plant";"conservation_plant_comments";"measured_response_variable";"measured_response_comments";"herbivore_identity";"herbivore_type";"herbivore_type_comments";"herbivory_season";"herbivory_season_comment";"effect_type";"effect_type_comments";"management_herbivore";"management_herbivore_comments";"conservation_herbivore";"conservation_herbivore_comments";"management";"management_area";"conservation_study_area";"conservation_study_area_comment";"distance_to_treeline";"temperature";"temperature_measure";"precipitation";"precipitation_measure";"climate_axis_1";"climate_axis_2";"climate_axis_3";"growing_season";"distance_from_coast";"bioclimatic_zone";"soil_type.";"productivity";"productivity_P";"recent_warming";"recent_greening";"extent_of_recent_growing_season_change";"herbivore_diversity";"habitat_type_P";"habitat_type_C";"disturbance";"disturbance_comment";"permafrost";"food_web_context_other_herbivores";"food_web_context_predators";"conservation_focus";"comment";"coding.person";"coding.checked"
"Gough, Johnson";"Mammalian herbivory exacerbates plant community responses to long-term increased soil nutrients in two Alaskan tundra plant communities";"Arctic Science";"2018";"english";NA;"54_b";"Alaska";NA;"Toolik Lake";"68.2";"-149.6";"1998";"2006";"760";NA;"experimental";NA;"control-impact";"field";NA;"exclosure";NA;"nutrient manipulation";NA;"from 1x1 km to 10x10 km";"from  1x1 m to 10x10 m (including 10x10m)";"from  1x1 m to 10x10 m (including 10x10m)";"9";"irregular with intervals longer than a year";"not redundant";"population/species";NA;"several";"population/species, community";"Hierochloe_alpina, Betula_nana";"not reported";"not reported";NA;"several";"other abundance measure, diversity, cover";"Microtus_oeconomus, Microtus_miurus, Dicronstonyx_rubricatus, Rangifer_tarandus";"several";"small rodents and pikas, other vertebrates";"not reported";NA;"not reported";NA;"not reported";NA;"not relevant";NA;"not reported";"current";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"low_productivity_sites";NA;NA;NA;NA;"dry_heath";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"Separated into two evidence points";"Bernice Hwang";"Eeva Soininen, Isabel C Barrio"
"Grogan, Zamin";"Growth responses of the common arctic graminoid Eriophorum vaginatum to simulated grazing are independent of soil nitrogen availability";"Oecologia";"2018";"english";NA;"56_a";"Canada";NA;"Daring Lake";"64.866667";"-111.216667";"2004";"2011";"not reported";NA;"experimental";NA;"control-impact";"field";NA;"simulated herbivory";NA;"none";NA;"1x1 km or less";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"2";"twice, interval longer than one year";"not redundant";"individual";NA;"individual";NA;"Eriophorum_vaginatum";"not reported";"no concern";NA;"biomass";NA;"Rangifer_tarandus";"other vertebrates";NA;"summer";NA;"removal of plant parts";NA;"not reported";"simulated herbivory";"not relevant";NA;"managed herbivore";"not reported";"not reported";NA;NA;"-38_20";"mean_annual_range";"138";"mean_rainfall";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"birch_hummock_tundra";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"Birch hummock tundra vegetation dominated by evergreen shrubs and lichens, with sedges constituting about 6% of aboveground vascular plant biomass, almost all of which is E. Vaginatum;";"Bernice Hwang";"Eeva Soininen, Isabel C Barrio"
"Maliniemi, Kapfer, Saccone, Skog, Virtanen";"Long-term vegetation changes of treeless heath communities in northern Fennoscandia: Links to climate change trends and reindeer grazing";"Journal of Vegetation Science";"2018";"english";NA;"78_a";"Finland";NA;"Northern Finland";"69.1";"20.627";"1964";"2014";"not reported";NA;"observational";NA;"not relevant";"field";NA;"herbivore population up";NA;"warming";NA;"from 100x100 km to 1000x1000 km";"from  1x1 m to 10x10 m (including 10x10m)";"larger than 1000x1000 m";"51";"once";"not redundant";"population/species";NA;"groups of species";NA;"deciduous_shrubs, evergreen_shrubs, forbs, graminoids, mosses, liverworts, Sphagnum_spp, lichens";"not reported";"no concern";NA;"several";"cover, morphological measure, community composition";"Rangifer_tarandus";"other vertebrates";NA;"year-round";NA;"several";"removal of plant parts, fertilizing, disturbance";"semi-domesticated";NA;"not relevant";NA;"managed herbivore";"historical and current";"not relevant";NA;NA;"621, 704, -14.4, -12.9";"historic_thermal_sum, current_thermal_sum, historic_winter_mean, current_winter_mean";"223_262";"growing_season_range";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"wind-exposed_heaths";NA;"other herbivory";NA;NA;"mentioned";"not reported";"mentioned";"site: Continental transect in northern Finland. Habitat: The northern part of the study area contains more hemiarctic, oroarctic and arctic features (Haapasaari, 1988; Virtanen et al., 2016) and regionally widespread heaths represent wind-exposed E. hermaphroditum heaths and more snow-protected Vaccinium myrtillus and Betula nana heaths (Haapasaari, 1988).Separated each location into two evidence points each: snow-protected vs wind exposed";"Olivier Gilg";"Eeva Soininen, Isabel C Barrio"
"Maliniemi, Kapfer, Saccone, Skog, Virtanen";"Long-term vegetation changes of treeless heath communities in northern Fennoscandia: Links to climate change trends and reindeer grazing";"Journal of Vegetation Science";"2018";"english";NA;"78_b";"several";"Finland, Norway";"Northern Finland, northern Norway";"68.89";"25.648";"1964";"2014";"not reported";NA;"observational";NA;"not relevant";"field";NA;"herbivore population up";NA;"warming";NA;"from 10x10 km to 100x100 km";"from  1x1 m to 10x10 m (including 10x10m)";"from 100x100 m to 1000x1000 m (including 1000x1000m)";"51";"once";"not redundant";"population/species";NA;"groups of species";NA;"deciduous_shrubs, evergreen_shrubs, forbs, graminoids, mosses, liverworts, Sphagnum_spp, lichens";"not reported";"no concern";NA;"several";"cover, morphological measure, community composition";"Rangifer_tarandus";"other vertebrates";NA;"year-round";NA;"several";"removal of plant parts, fertilizing, disturbance";"semi-domesticated";NA;"not relevant";NA;"managed herbivore";"historical and current";"not relevant";NA;NA;"347, 417, -10.7, -11.1";"historic_thermal_sum, current_thermal_sum, historic_winter_mean, current_winter_mean";"169_193";"growing_season_range";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"wind-exposed_heaths";NA;"other herbivory";NA;NA;"mentioned";"not reported";"mentioned";"site: Oceanic transect from northern Finland to northern Norway. Habitat: The northern part of the study area contains more hemiarctic, oroarctic and arctic features (Haapasaari, 1988; Virtanen et al., 2016) and regionally widespread heaths represent wind-exposed E. hermaphroditum heaths and more snow-protected Vaccinium myrtillus and Betula nana heaths (Haapasaari, 1988)..Separated each location into two evidence points each: snow-protected vs wind exposed";"Olivier Gilg";"Eeva Soininen, Isabel C Barrio"
"Maliniemi, Kapfer, Saccone, Skog, Virtanen";"Long-term vegetation changes of treeless heath communities in northern Fennoscandia: Links to climate change trends and reindeer grazing";"Journal of Vegetation Science";"2018";"english";NA;"78_c";"Finland";NA;"Northern Finland";"69.1";"20.627";"1964";"2014";"not reported";NA;"observational";NA;"not relevant";"field";NA;"herbivore population up";NA;"warming";NA;"from 100x100 km to 1000x1000 km";"from  1x1 m to 10x10 m (including 10x10m)";"larger than 1000x1000 m";"51";"once";"not redundant";"population/species";NA;"groups of species";NA;"deciduous_shrubs, evergreen_shrubs, forbs, graminoids, mosses, liverworts, Sphagnum_spp, lichens";"not reported";"no concern";NA;"several";"cover, morphological measure, community composition";"Rangifer_tarandus";"other vertebrates";NA;"year-round";NA;"several";"removal of plant parts, fertilizing, disturbance";"semi-domesticated";NA;"not relevant";NA;"managed herbivore";"historical and current";"not relevant";NA;NA;"621, 704, -14.4, -12.9";"historic_thermal_sum, current_thermal_sum, historic_winter_mean, current_winter_mean";"223_262";"growing_season_range";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"snow-protected_heaths";NA;"other herbivory";NA;NA;"mentioned";"not reported";"mentioned";"site: Continental transect in northern Finland. Habitat: The northern part of the study area contains more hemiarctic, oroarctic and arctic features (Haapasaari, 1988; Virtanen et al., 2016) and regionally widespread heaths represent wind-exposed E. hermaphroditum heaths and more snow-protected Vaccinium myrtillus and Betula nana heaths (Haapasaari, 1988).Separated each location into two evidence points each: snow-protected vs wind exposed";"Olivier Gilg";"Eeva Soininen, Isabel C Barrio"
"Maliniemi, Kapfer, Saccone, Skog, Virtanen";"Long-term vegetation changes of treeless heath communities in northern Fennoscandia: Links to climate change trends and reindeer grazing";"Journal of Vegetation Science";"2018";"english";NA;"78_d";"several";"Finland, Norway";"Northern Finland, northern Norway";"68.89";"25.648";"1964";"2014";"not reported";NA;"observational";NA;"not relevant";"field";NA;"herbivore population up";NA;"warming";NA;"from 10x10 km to 100x100 km";"from  1x1 m to 10x10 m (including 10x10m)";"from 100x100 m to 1000x1000 m (including 1000x1000m)";"51";"once";"not redundant";"population/species";NA;"groups of species";NA;"deciduous_shrubs, evergreen_shrubs, forbs, graminoids, mosses, liverworts, Sphagnum_spp, lichens";"not reported";"no concern";NA;"several";"cover, morphological measure, community composition";"Rangifer_tarandus";"other vertebrates";NA;"year-round";NA;"several";"removal of plant parts, fertilizing, disturbance";"semi-domesticated";NA;"not relevant";NA;"managed herbivore";"historical and current";"not relevant";NA;NA;"347, 417, -10.7, -11.1";"historic_thermal_sum, current_thermal_sum, historic_winter_mean, current_winter_mean";"169_193";"growing_season_range";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"snow-protected_heaths";NA;"other herbivory";NA;NA;"mentioned";"not reported";"mentioned";"site: Oceanic transect from northern Finland to northern Norway. Habitat: The northern part of the study area contains more hemiarctic, oroarctic and arctic features (Haapasaari, 1988; Virtanen et al., 2016) and regionally widespread heaths represent wind-exposed E. hermaphroditum heaths and more snow-protected Vaccinium myrtillus and Betula nana heaths (Haapasaari, 1988)..Separated each location into two evidence points each: snow-protected vs wind exposed";"Olivier Gilg";"Eeva Soininen, Isabel C Barrio"
"Morrissette-Boileau, Boudreu, Tremblay, Côté";"Revisiting the role of migratory caribou in the control of shrub expansion in northern Nunavik (Quebec, Canada)";"Polar Biology";"2018";"english";NA;"87_a";"Canada";NA;"Deception Bay";"62.144722";"-74.697778";"2015";"2015";"not reported";NA;"observational";NA;"not relevant";"field";NA;"other";"temporal trends in herbivore populations, both increase and decrease";"none";NA;"from 1x1 km to 10x10 km";"from  1x1 m to 10x10 m (including 10x10m)";"from  1x1 m to 10x10 m (including 10x10m)";"42";"once";"not redundant";"individual";NA;"population/species";NA;"Betula_glandulosa, Salix_planifolia, Salix_glauca";"not reported";"not reported";NA;"several";"other abundance measure, survival/mortality, reproduction/recruitment";"Rangifer_tarandus";"other vertebrates";NA;"summer";NA;"not reported";NA;"not reported";NA;"other";"not reported";"not reported";"not reported";"not reported";NA;NA;"9.6";"July_mean";"150_200";"summer_mean_range";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"Arctic_herbaceous_tundra";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"I was not sure if this should be included, as they measure only plants for one year, and interpret the results in relation to  herbivore population change in the past years (look at recruitment and dendrochronology over time). Hence the effect of herbivori is only discussed, not analysed statistically, but it is related and interpreted indirectly. Hence 1 year for plants and 42 years for herbivore population development. I think there is an error in the sheet in line row 78-79, should be possible to say not reported and drop down menues inboth lines.";"Karen Mathisen";"Eeva Soininen"
"Morrissette-Boileau, Boudreu, Tremblay, Côté";"Simulated carubou browsing limts the effect of nutrient addition on the growth of Betula glandulosa, an expanding shrub species in Eastern Canada";"Journal of Ecology";"2018";"english";NA;"88_a";"Canada";NA;"Deception Bay";"62.144722";"-74.697778";"2009";"2013";"not reported";NA;"experimental";NA;"before-after-control-impact";"field";NA;"simulated herbivory";NA;"several";"nutrient, warming";"1x1 km or less";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"5";"once";"not redundant";"population/species";NA;"population/species";NA;"Betula_glandulosa";"not reported";"increased/range expansion";NA;"several";"biomass, morphological measure";"Rangifer_tarandus";"other vertebrates";NA;"not reported";NA;"several";"removal of plant parts, fertilizing";"non-managed";NA;"red listed";NA;"managed herbivore";"not reported";"not reported";NA;NA;"7.1";"summer_mean";"150_200";"annual_mean";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"herbaceous_tundra";NA;NA;NA;NA;"not reported";"not reported";"mentioned";NA;"Bernice Hwang";"Eeva Soininen"
"Svensson, Carlsson, Melillo";"Changes in species abundance after seven years of elevated atmospheric CO2 and warming in a Subarctic birch forest understorey, as modified by rodent and moth outbreaks";"PeerJ";"2018";"english";NA;"122_a";"Sweden";NA;"Abisko";"68.35";"19.066667";"2001";"2006";"341";NA;"observational";NA;"before-after";"field";NA;"several";"herbivore population up, herbivore population down, herbivore outbreak";"several";"warming, CO2";"1x1 km or less";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"7";"annual";"not redundant";"several";"individual, population/species";"several";"population/species, community";"Vaccinium_myrtillus, Vaccinium_vitis-idaea, Empetrum_nigrum, Avenella_flexuosa, bryophytes, forbs";"not reported";"no concern";NA;"several";"other abundance measure, direct signs of herbivory";"Myodes_rufocanus, Epirrita_autumnata";"several";"small rodents and pikas, defoliating invertebrates";"not reported";NA;"removal of plant parts";NA;"non-managed";NA;"no concern";NA;"not reported";"not reported";"common habitat";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"low_productive";NA;NA;NA;NA;"low-stature_mountain_birch_forest_heath";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"herbivore population up, herbivore population down (voles); herbivore outbreak (moth). Plant identity: Vaccinium_myrtillus (individual and species level measures), Vaccinium vitis-idaea, Empetrum nigrum ssp. Hermaphroditum, Avenella flexuosa, bryophytes, forbs. something between observational (vole cycle) and quasi-experimental (moth outbreak) --> keep as observational";"Maria Tuomi";"Eeva Soininen"
"Wilmking, Buras, Lange, Shetti, Maaten";"Influence of larval outbreaks on the climate reconstruction potential of an Arctic shrub";"Dendrochronologia";"2018";"english";NA;"130_a";"Greenland";NA;"Kobbefjord";"64.136578";"-51.380204";"1923";"2012";"200_240";NA;"observational";NA;"not relevant";"other";"dendrochronology";"herbivore outbreak";NA;"none";NA;"from 1x1 km to 10x10 km";"not reported";"larger than 1000x1000 m";"90";"annual";"not redundant";"individual";NA;"individual";NA;"Alnus_viridis";"not reported";"no concern";NA;"morphological measure";NA;"Eurois_occulta";"defoliating invertebrates";NA;"not reported";NA;"other";"changes in cell wall thickness and ring width";"non-managed";NA;"no concern";NA;"not reported";"not reported";"common habitat";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"low_arctic_shrub_tundra";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"Shrub samples taken in 2012-2013. Shrub rings go back to 1923, so start year indicated is 1923";"Maria Tuomi";"Eeva Soininen, Isabel C Barrio"
"Ylänne, Olofsson, Oksanen, Stark";"Consequences of grazer-induced vegetation transitions on ecosystem carbon storage in the tundra";"Functional Ecology";"2018";"english";NA;"135_a";"Norway";NA;"Raisduoddar";"69.524722";"21.321111";"2000";"2014";"430_570";NA;"quasi-experimental";NA;"control-impact";"field";NA;"fence";NA;"none";NA;"1x1 km or less";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"1";"twice, interval longer than one year";"not redundant";"groups of species";NA;"groups of species";NA;"evergreen_shrubs, decidious_shrubs, graminoids, forbs, bryophytes, lichens";"managed grazing";"not reported";NA;"several";"physiological response, biomass";"Rangifer_tarandus";"other vertebrates";"reindeer";"several";"summer, autumn, spring";"several";"removal of plant parts, disturbance";"semi-domesticated";NA;"no concern";NA;"managed herbivore";"historical and current";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"not reported";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";NA;"Eeva Soininen";"Eeva Soininen"
"Ylänne, Olofsson, Oksanen, Stark";"Consequences of grazer-induced vegetation transitions on ecosystem carbon storage in the tundra";"Functional Ecology";"2018";"english";NA;"135_b";"Norway";NA;"Cearro";"69.66666667";"24.66666667";"2000";"2014";"540_570";NA;"quasi-experimental";NA;"control-impact";"field";NA;"fence";NA;"none";NA;"1x1 km or less";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"1";"twice, interval longer than one year";"not redundant";"groups of species";NA;"groups of species";NA;"evergreen_shrubs, decidious_shrubs, graminoids, forbs, bryophytes, lichens";"managed grazing";"not reported";NA;"several";"physiological response, biomass";"Rangifer_tarandus";"other vertebrates";"reindeer";"several";"summer, autumn, spring";"several";"removal of plant parts, disturbance";"semi-domesticated";NA;"no concern";NA;"managed herbivore";"historical and current";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"not reported";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"Coordinates given in the paper do not correspond to the site given on the map. Copied coordinates from another papers that has coordinates that match with the locality of Cerro.";"Eeva Soininen";"Eeva Soininen"
"Mosbacher, Michelsen, Stelvig, Hjermstad-Sollerud, Schmidt";"Muskoxen Modify Plant Abundance,Phenology, and Nitrogen Dynamicsin a High Arctic Fen";"Ecosystems";"2018";"english";NA;"161_a";"Greenland";NA;"Zackenberg";"74.466667";"-20.566667";"2015";"2015";"not reported";NA;"experimental";NA;"before-after-control-impact";"field";NA;"exclosure";NA;"snow manipulation";NA;"1x1 km or less";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"1";"once";"not redundant";"groups of species";NA;"groups of species";NA;"graminoids, moss, dead_standing_litter, litter, other";"not reported";"not reported";NA;"biomass";NA;"Ovibos_moschatus";"other vertebrates";NA;"not reported";NA;"removal of plant parts";NA;"non-managed";NA;"invasive/introduced";NA;"not reported";"not reported";"not reported";NA;NA;"3_7, 9";"summer_mean_range, annual_mean";"261";"annual_mean";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"fen";NA;NA;NA;NA;"not reported";"not reported";"not reported";"Muskoxen native to country but introduced to region";"Bernice Hwang";"Eeva Soininen"
"Tuomi, Stark, Hoset, Väisänen, Oksanen, Murguzur, Tuomisto, Dahlgren, Bråthen";"Herbivore Effects on Ecosystem Process Rates in a Low-Productive System";"Ecosystems";"2018";"english";NA;"175_a";"Norway";NA;"Iesjávri";"69.75";"24.5";"2000";"2013";"not reported";NA;"quasi-experimental";NA;"before-after-control-impact";"field";NA;"spatial contrast/gradient";NA;"none";NA;"from 1x1 km to 10x10 km";"up to  1x1 m (including 1x1 m)";"not relevant";"14";"irregular with intervals longer than a year";"not redundant";"population/species";NA;"groups of species";NA;"evergreen_dwarf_shrubs, deciduous_dwarf_shrubs, forbs";"managed grazing";"no concern";NA;"biomass";NA;"Myodes_rufocanus, Lemmus_lemmus";"small rodents and pikas";NA;"not reported";NA;"several";"removal of plant parts, disturbance";"non-managed";NA;"no concern";NA;"not reported";"not reported";"not reported";NA;NA;"12, -13";"warmest_month_mean, coldest_month_mean";"61, 22";"warmest_month_mean, coldest_month_mean";NA;NA;NA;NA;NA;NA;NA;NA;"nutrient-limited_system";NA;NA;NA;NA;"dwarf_shrub_tundra, willow_thickets";NA;"not reported";NA;NA;"mentioned";"not reported";"not reported";"Very well done study. Warmest month July coldest month January. Voles. They didn't mention the species in the results. In the description of the study area it is mentioned that Myodes rufocanus and lemmings Lemmus lemmus are the most common ones. Islands where they manipulated vole densities: higher or lower density";"Michael den Herder";"Eeva Soininen"
"Barthelemy, Stark, Kytöviita, Olofsson";"Grazing decreases N partitioning among coexisting plant species";"Functional Ecology";"2017";"english";NA;"192_a";"Norway";NA;"Raisduoddar";"69.516667";"21.316667";"2011";"2012";"600-700";NA;"quasi-experimental";NA;"control-impact";"field";NA;"fence";NA;"none";NA;"from 1x1 km to 10x10 km";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"2";"once";"not redundant";"individual";NA;"population/species";NA;"Betula_nana, Vaccinium_myrtillus, Empetrum_hermaphroditum, Deschampsia_flexuosa, Carex_bigelowii";"managed grazing";"not reported";NA;"several";"biomass, physiological response";"Rangifer_tarandus";"other vertebrates";NA;"summer";NA;"several";"removal of plant parts, disturbance, fertilizing";"semi-domesticated";NA;"not reported";NA;"managed herbivore";"current";"not reported";NA;NA;"-0.6";"annual_mean";"935";"annual _mean";NA;NA;NA;NA;NA;NA;NA;NA;"nutrient_poor";NA;NA;NA;NA;"tundra";NA;"other";NA;NA;"not reported";"not reported";"not reported";"focus is on mycorrhiza and N-isotopes, but also on plant community change with grazing, strange that mycorrhiza is defined as other than plant in the exclusion criteria, because I think foliar N, and endomycorrhiza is part of the plant? Anyway, focused on biomass etc in the coding";"Karen M Mathisen";"Eeva Soininen"
"Bråthen, Ravolainen, Stien, Tveraa, Ims";"Rangifer management controls a climate-sensitive tundra state transition";"Ecological Applications";"2017";"english";NA;"199_a";"Norway";NA;"Finnmark";"70";"25";"2010";"2010";"0-500";NA;"quasi-experimental";NA;"not relevant";"several";"field, remote sensing";"spatial contrast/gradient";"gradient in managed density of herbivores";"warming";"summer temperature";"from 100x100 km to 1000x1000 km";"from  1x1 m to 10x10 m (including 10x10m)";"from  1x1 m to 10x10 m (including 10x10m)";"1";"once";"not redundant";"groups of species";"genus";"groups of species";NA;"Salix_phylicifolia, Salix_lapponum, Salix_lanata, Salix_hastata";"managed grazing";"other";"not relevant";"several";"other abundance measure, morpholigical measure, stand presence/absence";"Rangifer_tarandus";"other vertebrates";NA;"several";"summer, spring, autumn";"removal of plant parts";NA;"semi-domesticated";NA;"not relevant";NA;"managed herbivore";"historical and current";"not reported";NA;NA;"4";"summer_mean";"56";"summer_mean";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"mountain_birch_forest, dwarf_shrub_tundra, riparian_zones";NA;"other herbivory";NA;NA;"documented by referring to another study";"not reported";"mentioned";"Habitat: from sub-arctic mountain birch forest to dwarf shrub tundra, riparian zones, gradient from coast to above the treeline. Season: summer, migration. Migration is interpreted to mean spring and autumn. Plant measures: ramet/sapling density, height, stand presence/absence";"Karen M Mathisen";"Eeva Soininen"
"Eskelinen, Kaarlejärvi, Olofsson";"Herbivory and nutrient limitation protect warming tundra from lowland species' invasion and diversity loss";"Global Change Biology";"2017";"english";NA;"216_a";"Finland";NA;"Jehkats";"69.055";"20.887";"2009";"2014";"750";NA;"experimental";NA;"control-impact";"field";NA;"exclosure";NA;"several";"warming, nutrient manipulation, biomass removal";"1x1 km or less";"up to  1x1 m (including 1x1 m)";"up to  1x1 m (including 1x1 m)";"6";"once";"not redundant";"population/species";NA;"several";"groups of species, community";"tundra_species, lowland_species";"managed grazing";"not reported";NA;"several";"cover, biomass, morphological measure, physiological response";"Rangifer_tarandus, Lepus_timidus, Lemmus_lemmus, Clethrionomus_rufocanus";"several";"other vertebrates, small rodents and pikas";"summer";"summer, non-reported";"several";"removal of plant parts, disturbance";"several";"semi-domesticated, non-managed";"not relevant";NA;"managed herbivore";"historical and current";"not reported";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"nutrient_poor";NA;NA;NA;NA;"treeless_tundra_meadow";NA;"not reported";NA;NA;"not reported";"not reported";"not reported";"Kilpisjärvi, Mt. Iso-Jehkats. Plant measures: cover, biomass (index), height, specific leaf area, C:N ratio";"Karen M Mathisen";"Eeva Soininen"
"Fauchald, Park, Tømmervik, Myneni, Hausner";"Arctic greening from warming promotes declines in caribou populations";"Science Advances";"2017";"english";NA;"217_a";"Canada";NA;"George River herd";"58.683";"-64.541";"1970";"2014";"not reported";NA;"observational";NA;"not relevant";"remote sensing";NA;"other";"herbivore population change";"several";"sea ice cover, snow cover";"from 100x100 km to 1000x1000 km";"larger than 1000x1000 m";"larger than 1000x1000 m";"45";"annual";"not redundant";"community";NA;"community";NA;"community";"not reported";"no concern";NA;"NDVI or other vegetation indices";NA;"Rangifer_tarandus";"other vertebrates";NA;"year-round";NA;"several";"removal of plant parts, disturbance";"non-managed";NA;"not relevant";NA;"not reported";"not reported";"not relevant";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"not reported";NA;"several";"sea_ice_cover, snow_cover";NA;"not reported";"not reported";"not reported";NA;"Olivier Gilg";"Eeva Soininen"
"Fauchald, Park, Tømmervik, Myneni, Hausner";"Arctic greening from warming promotes declines in caribou populations";"Science Advances";"2017";"english";NA;"217_b";"Canada";NA;"Leaf River herd";"61.263896";"-75.362207";"1970";"2014";"not reported";NA;"observational";NA;"not relevant";"remote sensing";NA;"other";"herbivore population change";"several";"sea ice cover, snow cover";"from 100x100 km to 1000x1000 km";"larger than 1000x1000 m";"larger than 1000x1000 m";"45";"annual";"not redundant";"community";NA;"community";NA;"community";"not reported";"no concern";NA;"NDVI or other vegetation indices";NA;"Rangifer_tarandus";"other vertebrates";NA;"year-round";NA;"several";"removal of plant parts, disturbance";"non-managed";NA;"not relevant";NA;"not reported";"not reported";"not relevant";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"not reported";NA;"several";"sea_ice_cover, snow_cover";NA;"not reported";"not reported";"not reported";NA;"Olivier Gilg";"Eeva Soininen"
"Fauchald, Park, Tømmervik, Myneni, Hausner";"Arctic greening from warming promotes declines in caribou populations";"Science Advances";"2017";"english";NA;"217_c";"Canada";NA;"Qamanirjuaq herd";"63.744861";"-96.893376";"1970";"2014";"not reported";NA;"observational";NA;"not relevant";"remote sensing";NA;"other";"herbivore population change";"several";"sea ice cover, snow cover";"from 100x100 km to 1000x1000 km";"larger than 1000x1000 m";"larger than 1000x1000 m";"45";"annual";"not redundant";"community";NA;"community";NA;"community";"not reported";"no concern";NA;"NDVI or other vegetation indices";NA;"Rangifer_tarandus";"other vertebrates";NA;"year-round";NA;"several";"removal of plant parts, disturbance";"non-managed";NA;"not relevant";NA;"not reported";"not reported";"not relevant";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"not reported";NA;"several";"sea_ice_cover, snow_cover";NA;"not reported";"not reported";"not reported";NA;"Olivier Gilg";"Eeva Soininen"
"Fauchald, Park, Tømmervik, Myneni, Hausner";"Arctic greening from warming promotes declines in caribou populations";"Science Advances";"2017";"english";NA;"217_d";"Canada";NA;"Beverly herd";"64.158635";"-102.339433";"1970";"2014";"not reported";NA;"observational";NA;"not relevant";"remote sensing";NA;"other";"herbivore population change";"several";"sea ice cover, snow cover";"from 100x100 km to 1000x1000 km";"larger than 1000x1000 m";"larger than 1000x1000 m";"45";"annual";"not redundant";"community";NA;"community";NA;"community";"not reported";"no concern";NA;"NDVI or other vegetation indices";NA;"Rangifer_tarandus";"other vertebrates";NA;"year-round";NA;"several";"removal of plant parts, disturbance";"non-managed";NA;"not relevant";NA;"not reported";"not reported";"not relevant";NA;NA;"not reported";"not reported";"not reported";"not reported";NA;NA;NA;NA;NA;NA;NA;NA;"not reported";NA;NA;NA;NA;"not reported";NA;"several";"sea_ice_cover, snow_cover";NA;"not reported";"not reported";"not reported";NA;"Olivier Gilg";"Eeva Soininen"
